Ht,Wt,Forty,Vertical,BenchReps,BroadJump,Cone,Shuttle,Pos,Pos_encoded
76.0,291.0,4.9,32.27,28.0,114.76,7.73,4.65,DL_2758,1
77.0,322.0,5.31,26.49,22.0,96.97,7.77,4.76,OL_386,4
76.0,257.0,4.68,33.01,21.0,113.07,7.01,4.38,TE_585,8
73.0,247.0,4.71,34.01,26.0,121.68,7.21,4.32,LB_1640,3
71.0,207.0,4.6,32.23,21.0,119.41,7.14,4.13,RB_2201,6
73.0,207.0,4.49,37.65,14.0,124.72,7.16,4.13,S_1201,7
73.0,189.0,4.46,36.57,14.0,121.69,7.0,4.19,WR_1561,9
72.0,235.0,4.84,32.04,23.0,111.41,7.24,4.23,FB_790,2
77.0,303.0,5.33,29.51,26.0,103.44,7.56,4.55,OL_452,4
73.0,195.0,4.48,34.56,13.0,115.47,7.11,4.32,WR_2486,9
76.0,301.0,4.81,32.58,26.0,107.73,7.37,4.54,DL_259,1
75.0,245.0,4.89,30.87,22.0,120.14,7.14,4.33,TE_2922,8
71.0,194.0,4.58,33.16,17.0,123.49,6.96,4.18,CB_649,0
75.0,290.0,5.05,31.59,31.0,108.66,7.68,4.67,DL_2791,1
72.0,245.0,4.86,32.36,18.0,107.77,7.19,4.28,FB_96,2
71.0,210.0,4.63,35.22,19.0,115.5,6.89,4.09,S_2345,7
72.0,215.0,4.55,35.08,21.0,117.43,7.2,4.28,S_1722,7
76.0,275.0,4.97,33.41,22.0,106.98,7.62,4.48,DL_23,1
75.0,265.0,5.12,28.86,24.0,113.05,7.46,4.33,DL_2506,1
75.0,316.0,5.09,28.68,26.0,95.77,7.85,4.82,OL_1317,4
75.0,239.0,4.75,31.12,20.0,116.23,7.34,4.24,LB_1966,3
72.0,205.0,4.59,35.81,18.0,115.57,6.96,4.17,S_908,7
73.0,216.0,4.56,34.8,12.0,119.62,6.86,4.34,WR_2029,9
73.0,210.0,4.55,34.69,14.0,117.85,6.9,4.14,WR_2094,9
74.0,254.0,4.74,32.64,21.0,112.19,7.54,4.45,FB_1306,2
73.0,235.0,4.73,37.21,25.0,113.22,7.1,4.43,LB_2026,3
74.0,227.0,5.0,28.34,22.0,107.37,7.15,4.3,QB_2139,5
70.0,190.0,4.58,36.33,17.0,120.91,6.82,4.08,CB_2371,0
72.0,242.0,4.8,35.5,18.0,109.16,7.56,4.37,FB_2975,2
71.0,186.0,4.51,34.01,15.0,118.34,6.84,4.29,CB_1555,0
76.0,258.0,4.74,34.41,21.0,117.16,7.28,4.24,TE_2762,8
77.0,246.0,4.76,35.8,24.0,118.53,7.32,4.5,TE_2138,8
72.0,220.0,4.56,35.52,15.0,114.58,7.05,4.15,RB_1964,6
71.0,219.0,4.6,35.13,22.0,123.4,7.16,4.37,RB_1128,6
77.0,250.0,4.88,30.86,21.0,114.1,7.04,4.31,TE_1574,8
71.0,216.0,4.49,35.96,18.0,119.51,7.17,4.29,WR_2684,9
77.0,321.0,5.29,25.06,28.0,99.1,7.77,4.91,OL_1682,4
71.0,246.0,4.84,31.7,19.0,116.99,7.12,4.33,FB_1632,2
74.0,238.0,4.69,34.69,20.0,121.25,7.05,4.37,LB_2929,3
75.0,289.0,4.77,31.46,22.0,104.86,7.82,4.59,DL_2034,1
73.0,233.0,4.81,31.07,21.0,112.89,7.11,4.3,LB_1791,3
71.0,196.0,4.5,36.96,16.0,124.13,7.05,4.25,CB_1632,0
76.0,317.0,5.17,26.99,21.0,104.82,7.58,4.68,OL_955,4
73.0,210.0,4.59,35.87,17.0,117.37,6.91,4.3,S_658,7
71.0,203.0,4.49,36.03,15.0,116.59,6.86,4.1,S_2438,7
73.0,209.0,4.5,34.72,13.0,123.02,6.81,4.14,S_1167,7
74.0,241.0,4.88,31.72,25.0,115.4,7.17,4.45,FB_2934,2
77.0,322.0,5.31,29.51,29.0,98.45,7.95,4.79,OL_1027,4
71.0,192.0,4.59,35.32,15.0,117.19,6.98,4.27,WR_514,9
78.0,308.0,5.25,26.63,27.0,104.36,7.79,4.57,OL_708,4
74.0,309.0,5.07,28.31,22.0,107.54,7.71,4.38,DL_435,1
74.0,238.0,4.85,31.81,27.0,113.82,7.24,4.31,FB_1615,2
71.0,188.0,4.49,35.17,17.0,117.5,6.81,4.22,CB_1875,0
70.0,186.0,4.56,38.25,17.0,117.25,6.97,4.18,CB_180,0
73.0,244.0,4.73,33.22,24.0,115.16,6.96,4.25,LB_1594,3
77.0,251.0,4.87,33.23,19.0,114.14,7.39,4.32,TE_1394,8
71.0,220.0,4.64,35.02,19.0,119.92,6.89,4.26,RB_1384,6
76.0,301.0,5.25,28.05,22.0,98.24,8.07,4.56,OL_1528,4
73.0,233.0,4.77,31.38,22.0,112.76,7.11,4.41,LB_701,3
74.0,232.0,4.79,29.46,19.0,109.44,6.92,4.19,QB_1349,5
74.0,203.0,4.52,37.0,12.0,125.13,6.88,4.14,WR_401,9
73.0,215.0,4.57,32.56,11.0,121.68,6.78,4.15,WR_2717,9
74.0,251.0,4.85,32.44,21.0,117.18,7.13,4.22,FB_1672,2
78.0,257.0,4.88,33.99,22.0,112.64,7.13,4.32,TE_2378,8
72.0,201.0,4.57,36.85,17.0,122.46,6.85,4.16,S_2025,7
72.0,202.0,4.52,31.68,22.0,112.97,7.21,4.22,RB_1030,6
73.0,187.0,4.57,36.71,14.0,117.41,7.13,4.29,CB_188,0
71.0,196.0,4.47,34.21,15.0,119.47,6.79,4.24,CB_495,0
74.0,299.0,4.89,31.87,28.0,102.57,7.65,4.66,DL_2728,1
77.0,261.0,4.76,31.25,18.0,116.91,7.06,4.46,TE_1615,8
75.0,248.0,4.78,31.5,25.0,112.39,6.95,4.35,LB_765,3
70.0,224.0,4.45,33.34,22.0,118.39,6.91,4.17,RB_117,6
72.0,214.0,4.54,34.46,18.0,119.38,7.03,4.18,S_242,7
70.0,201.0,4.58,32.66,23.0,115.88,7.08,4.29,RB_1343,6
74.0,244.0,4.63,33.51,21.0,115.04,7.1,4.31,LB_759,3
73.0,208.0,4.49,35.83,15.0,119.75,6.97,4.25,WR_2485,9
75.0,312.0,5.43,25.19,23.0,97.22,8.01,4.91,OL_599,4
77.0,255.0,4.85,33.66,20.0,111.84,7.04,4.49,TE_1924,8
71.0,195.0,4.57,35.21,16.0,123.72,7.12,4.18,CB_432,0
73.0,238.0,4.88,34.24,22.0,115.03,7.4,4.36,FB_2991,2
76.0,226.0,4.71,30.72,20.0,107.89,6.92,4.4,QB_1645,5
74.0,239.0,4.64,37.22,19.0,115.31,7.35,4.31,LB_39,3
72.0,205.0,4.54,35.23,20.0,118.11,6.89,4.24,RB_614,6
77.0,258.0,4.66,33.9,16.0,114.37,7.17,4.4,TE_648,8
72.0,246.0,4.77,35.38,26.0,109.21,7.19,4.37,FB_2164,2
77.0,253.0,4.81,34.83,18.0,117.04,7.26,4.52,TE_2854,8
73.0,215.0,4.54,35.5,16.0,122.16,7.11,4.17,S_2253,7
72.0,206.0,4.63,35.3,16.0,115.87,7.01,4.24,RB_2275,6
76.0,314.0,5.45,29.55,26.0,100.58,7.64,4.62,OL_1479,4
77.0,320.0,5.28,26.09,24.0,95.14,7.84,4.81,OL_1204,4
74.0,247.0,4.82,30.99,23.0,122.02,7.2,4.17,LB_2895,3
69.0,226.0,4.61,34.88,19.0,117.37,7.17,4.34,RB_2047,6
75.0,290.0,5.04,28.33,20.0,115.24,7.73,4.33,DL_1633,1
71.0,207.0,4.64,35.84,23.0,116.61,7.0,4.16,RB_1588,6
71.0,187.0,4.53,37.51,15.0,124.42,6.85,4.13,CB_563,0
72.0,204.0,4.62,35.79,21.0,123.29,6.95,4.26,S_1831,7
75.0,263.0,4.89,32.16,24.0,108.47,7.43,4.41,DL_1284,1
72.0,252.0,4.69,30.66,28.0,116.87,7.17,4.54,FB_2778,2
77.0,259.0,4.8,31.07,20.0,119.88,7.33,4.33,TE_246,8
78.0,322.0,5.36,26.6,25.0,105.4,7.92,4.88,OL_725,4
74.0,277.0,5.05,34.19,24.0,115.92,7.72,4.7,DL_2689,1
75.0,230.0,4.85,32.92,17.0,108.47,7.12,4.38,QB_2547,5
76.0,308.0,5.13,29.15,24.0,98.99,7.85,4.79,OL_2699,4
71.0,247.0,4.71,31.77,23.0,115.29,7.55,4.22,FB_2538,2
73.0,203.0,4.5,35.84,16.0,124.51,7.07,4.1,WR_2832,9
71.0,205.0,4.57,34.92,19.0,119.73,6.99,4.35,S_1236,7
77.0,317.0,5.24,27.29,30.0,104.52,8.02,4.81,OL_1573,4
77.0,324.0,5.19,29.88,30.0,101.03,8.06,4.82,OL_302,4
74.0,220.0,4.8,31.02,17.0,111.88,7.17,4.48,QB_1588,5
73.0,214.0,4.5,37.45,15.0,124.37,6.99,4.24,S_590,7
73.0,240.0,4.69,34.93,24.0,112.12,7.14,4.28,LB_2808,3
75.0,228.0,4.95,30.45,19.0,115.52,7.2,4.34,QB_1784,5
74.0,232.0,4.72,32.0,18.0,114.46,7.28,4.25,QB_1855,5
76.0,305.0,5.15,32.7,25.0,107.85,7.52,4.55,DL_2413,1
70.0,186.0,4.44,37.41,17.0,126.64,6.95,4.26,CB_2488,0
77.0,323.0,5.18,29.97,22.0,99.37,7.87,4.64,OL_2497,4
72.0,244.0,4.81,34.84,25.0,112.07,7.1,4.34,FB_2432,2
77.0,301.0,4.95,31.18,21.0,113.89,7.4,4.66,DL_537,1
72.0,189.0,4.46,38.23,14.0,120.26,6.93,4.16,CB_2626,0
71.0,200.0,4.5,35.63,13.0,118.14,6.96,4.08,S_892,7
77.0,254.0,4.75,33.5,20.0,116.0,7.2,4.32,TE_179,8
74.0,238.0,4.72,29.85,26.0,108.64,7.5,4.42,FB_1516,2
72.0,239.0,4.89,31.46,23.0,113.42,7.24,4.33,FB_1149,2
74.0,276.0,5.03,32.85,27.0,103.12,7.63,4.58,DL_2356,1
74.0,234.0,4.76,36.39,26.0,117.87,7.34,4.21,LB_253,3
78.0,310.0,5.16,29.24,27.0,105.03,8.09,4.74,OL_861,4
69.0,208.0,4.62,36.72,19.0,119.71,7.11,4.24,RB_2083,6
72.0,232.0,4.63,34.59,22.0,120.48,7.17,4.31,LB_512,3
75.0,218.0,4.68,28.64,20.0,105.46,7.17,4.27,QB_2124,5
70.0,226.0,4.64,33.51,20.0,117.7,6.99,4.28,RB_2769,6
72.0,205.0,4.5,37.27,15.0,123.53,7.09,4.33,WR_2797,9
74.0,301.0,5.06,30.8,25.0,112.13,7.22,4.64,DL_956,1
69.0,214.0,4.46,36.13,19.0,117.93,7.13,4.38,RB_334,6
73.0,252.0,4.8,33.55,25.0,110.31,7.43,4.29,FB_39,2
71.0,214.0,4.6,34.5,15.0,119.23,7.18,4.22,S_496,7
76.0,320.0,5.3,27.65,20.0,98.29,8.08,4.67,OL_2406,4
72.0,213.0,4.53,37.38,18.0,120.44,7.09,4.22,S_2426,7
72.0,251.0,4.79,30.53,25.0,117.58,7.2,4.45,FB_2648,2
71.0,208.0,4.55,36.81,15.0,114.35,7.16,4.26,RB_1063,6
77.0,255.0,4.87,34.35,22.0,115.21,7.2,4.47,TE_61,8
73.0,243.0,4.7,31.79,25.0,115.29,6.92,4.34,LB_751,3
73.0,214.0,4.61,33.85,16.0,119.47,6.86,4.21,S_1516,7
73.0,203.0,4.55,38.09,18.0,116.31,7.13,4.18,S_2965,7
74.0,234.0,4.76,33.43,23.0,117.73,7.07,4.41,LB_2349,3
77.0,304.0,5.26,27.48,29.0,101.84,8.0,4.61,OL_75,4
72.0,206.0,4.56,35.23,13.0,120.88,6.91,4.2,S_2599,7
76.0,317.0,5.31,25.2,28.0,99.71,8.12,4.56,OL_2935,4
74.0,251.0,4.7,31.63,26.0,114.03,7.41,4.52,FB_2001,2
75.0,226.0,4.7,30.17,19.0,109.05,7.22,4.43,QB_909,5
76.0,263.0,4.79,34.67,22.0,120.85,6.99,4.41,TE_1843,8
75.0,224.0,4.75,31.88,18.0,106.22,7.13,4.23,QB_2559,5
75.0,214.0,4.99,33.28,18.0,112.86,7.07,4.21,QB_2263,5
75.0,279.0,5.1,34.17,21.0,114.21,7.2,4.39,DL_390,1
77.0,325.0,5.45,28.99,26.0,104.94,7.93,4.56,OL_941,4
72.0,242.0,4.69,34.13,27.0,118.42,7.32,4.39,FB_1655,2
75.0,211.0,4.65,33.25,21.0,110.3,7.38,4.23,QB_1067,5
76.0,223.0,4.9,31.82,19.0,108.29,6.97,4.39,QB_2192,5
75.0,267.0,5.03,34.33,25.0,111.63,7.51,4.41,DL_2984,1
73.0,232.0,4.63,35.86,20.0,111.57,7.36,4.31,LB_1466,3
71.0,215.0,4.49,34.35,14.0,118.36,6.85,4.3,S_281,7
72.0,213.0,4.59,35.54,16.0,125.54,6.98,4.12,WR_1191,9
72.0,249.0,4.75,35.96,21.0,108.76,7.21,4.31,FB_1560,2
73.0,254.0,4.72,35.61,18.0,112.25,7.43,4.45,FB_1463,2
75.0,239.0,4.59,34.96,24.0,116.91,6.94,4.37,LB_2391,3
74.0,240.0,4.8,34.78,27.0,107.47,7.37,4.36,FB_1798,2
71.0,193.0,4.48,38.35,17.0,122.97,7.11,4.26,CB_2845,0
73.0,218.0,4.75,33.17,22.0,113.12,6.93,4.24,QB_1914,5
71.0,198.0,4.55,38.54,13.0,119.76,6.97,4.14,CB_2495,0
76.0,220.0,4.71,30.07,19.0,107.42,7.18,4.4,QB_1727,5
76.0,301.0,5.24,28.63,20.0,95.95,8.14,4.77,OL_2574,4
74.0,191.0,4.53,36.29,13.0,121.28,6.76,4.21,WR_2276,9
70.0,227.0,4.6,33.08,21.0,114.27,6.99,4.15,RB_2298,6
76.0,273.0,4.92,31.6,21.0,111.47,7.36,4.39,DL_2532,1
74.0,205.0,4.61,38.3,14.0,124.17,6.88,4.08,S_1828,7
76.0,266.0,4.76,32.5,28.0,109.32,7.53,4.52,DL_1114,1
72.0,205.0,4.59,37.47,17.0,124.18,6.95,4.16,WR_1135,9
74.0,204.0,4.62,37.86,14.0,117.62,6.92,4.16,S_1869,7
77.0,277.0,4.97,29.21,25.0,109.55,7.45,4.66,DL_2193,1
73.0,241.0,4.64,32.81,23.0,118.2,6.97,4.42,LB_663,3
70.0,186.0,4.58,35.47,14.0,124.86,7.06,4.15,CB_2489,0
77.0,318.0,5.27,28.47,28.0,107.49,8.16,4.84,OL_818,4
72.0,201.0,4.42,34.24,12.0,118.77,6.96,4.3,CB_2376,0
72.0,224.0,4.55,32.78,18.0,117.83,7.04,4.36,RB_468,6
72.0,195.0,4.47,36.78,13.0,118.86,6.95,4.11,CB_2585,0
75.0,225.0,4.82,33.6,17.0,107.13,7.26,4.47,QB_1983,5
74.0,240.0,4.81,37.01,26.0,121.13,7.02,4.36,LB_528,3
74.0,216.0,4.49,35.05,14.0,121.96,6.76,4.23,WR_1313,9
74.0,223.0,4.75,32.57,19.0,107.57,7.33,4.47,QB_1708,5
70.0,227.0,4.61,35.16,22.0,113.82,7.06,4.36,RB_2469,6
75.0,252.0,4.79,35.88,16.0,108.53,7.02,4.43,TE_177,8
78.0,317.0,5.12,26.21,25.0,99.32,7.83,4.66,OL_2632,4
76.0,319.0,5.42,29.82,22.0,100.08,7.77,4.83,OL_2795,4
69.0,203.0,4.63,36.53,16.0,122.82,7.01,4.32,RB_782,6
71.0,188.0,4.41,38.02,15.0,118.37,6.89,4.3,CB_2365,0
72.0,212.0,4.57,33.03,20.0,118.41,7.08,4.07,S_2293,7
74.0,236.0,4.73,36.7,20.0,112.42,7.26,4.17,LB_430,3
71.0,190.0,4.41,35.56,15.0,124.12,6.98,4.05,CB_1138,0
76.0,253.0,4.85,35.25,23.0,119.6,7.17,4.44,TE_302,8
76.0,323.0,5.43,25.1,22.0,98.97,7.98,4.76,OL_1681,4
73.0,206.0,4.43,32.71,17.0,122.69,6.94,4.31,WR_702,9
74.0,291.0,4.88,31.03,20.0,105.11,7.78,4.49,DL_1804,1
70.0,193.0,4.57,36.29,15.0,120.68,6.98,4.11,CB_2315,0
72.0,189.0,4.51,37.77,13.0,119.42,6.9,4.26,CB_628,0
71.0,206.0,4.61,35.8,15.0,118.36,6.93,4.17,RB_1882,6
76.0,294.0,5.1,30.86,25.0,104.21,7.65,4.47,DL_2462,1
70.0,227.0,4.64,31.94,17.0,117.15,7.14,4.29,RB_2144,6
74.0,197.0,4.53,35.12,16.0,120.46,6.93,4.31,WR_1119,9
76.0,297.0,4.78,32.07,23.0,110.63,7.24,4.46,DL_671,1
74.0,242.0,4.62,34.98,24.0,118.42,6.95,4.3,LB_1227,3
72.0,241.0,4.58,35.02,22.0,113.58,7.34,4.34,LB_2805,3
73.0,203.0,4.52,36.98,16.0,118.9,6.82,4.14,S_273,7
71.0,236.0,4.68,31.7,20.0,117.96,7.39,4.31,FB_2114,2
76.0,245.0,4.66,35.79,19.0,114.41,7.12,4.29,TE_414,8
71.0,197.0,4.49,37.49,18.0,124.79,6.85,4.08,CB_2799,0
76.0,259.0,4.84,32.73,21.0,111.51,7.03,4.45,TE_2649,8
74.0,241.0,4.71,34.68,23.0,112.49,7.26,4.25,LB_904,3
75.0,307.0,5.41,25.75,25.0,102.56,7.79,4.57,OL_1589,4
78.0,302.0,5.16,30.05,25.0,96.99,7.65,4.6,OL_2324,4
76.0,222.0,4.7,32.06,15.0,113.48,6.95,4.45,QB_1083,5
72.0,213.0,4.59,34.92,19.0,118.03,6.86,4.08,S_449,7
74.0,241.0,4.72,34.14,26.0,121.93,7.09,4.26,LB_2494,3
74.0,244.0,4.64,31.85,18.0,111.64,7.24,4.3,LB_86,3
71.0,198.0,4.44,37.41,16.0,124.32,7.02,4.01,CB_1882,0
73.0,251.0,4.88,32.37,22.0,116.74,7.49,4.37,FB_909,2
74.0,240.0,4.7,37.27,26.0,115.72,7.16,4.18,LB_2992,3
74.0,298.0,4.83,33.05,25.0,103.51,7.25,4.55,DL_2918,1
73.0,240.0,4.77,31.35,24.0,115.73,6.98,4.3,LB_2259,3
75.0,291.0,4.97,33.46,24.0,109.22,7.47,4.51,DL_2205,1
72.0,234.0,4.76,32.29,25.0,114.32,7.24,4.35,FB_241,2
69.0,222.0,4.61,35.06,23.0,121.0,6.93,4.19,RB_80,6
73.0,207.0,4.62,33.49,15.0,122.3,7.02,4.23,S_1876,7
76.0,313.0,5.15,27.98,26.0,101.94,7.66,4.69,OL_390,4
75.0,301.0,5.14,32.93,23.0,113.13,7.51,4.44,DL_2983,1
77.0,264.0,4.77,32.54,20.0,113.51,7.36,4.28,TE_653,8
70.0,218.0,4.59,34.76,23.0,114.94,7.04,4.36,RB_17,6
76.0,280.0,5.07,31.32,28.0,112.59,7.35,4.6,DL_2716,1
73.0,204.0,4.65,37.51,15.0,114.82,7.21,4.17,S_45,7
73.0,228.0,4.69,29.72,16.0,114.05,7.27,4.36,QB_2533,5
76.0,275.0,4.79,33.65,25.0,111.06,7.8,4.36,DL_902,1
72.0,205.0,4.46,33.54,21.0,112.97,7.07,4.25,RB_1989,6
74.0,235.0,4.77,32.37,18.0,115.48,7.16,4.38,LB_1654,3
72.0,215.0,4.52,36.79,17.0,117.56,7.11,4.35,RB_1363,6
76.0,249.0,4.81,33.85,20.0,111.22,7.19,4.28,TE_2615,8
73.0,234.0,4.68,31.01,19.0,121.47,7.14,4.22,LB_1533,3
73.0,206.0,4.56,33.0,16.0,124.71,6.9,4.16,S_297,7
77.0,264.0,4.86,32.66,20.0,117.42,7.09,4.24,TE_450,8
74.0,193.0,4.6,35.97,11.0,121.44,6.99,4.22,WR_506,9
74.0,211.0,4.57,37.22,15.0,114.8,7.11,4.23,WR_2720,9
77.0,259.0,4.75,36.34,20.0,117.19,7.14,4.25,TE_399,8
75.0,243.0,4.7,34.19,20.0,118.59,7.12,4.16,LB_344,3
71.0,192.0,4.49,35.36,15.0,125.34,6.78,4.06,CB_1889,0
75.0,326.0,5.36,25.37,24.0,102.96,8.17,4.6,OL_2463,4
73.0,246.0,4.77,34.57,27.0,109.26,7.28,4.38,FB_613,2
76.0,307.0,5.15,27.1,28.0,107.23,8.0,4.86,OL_2192,4
77.0,258.0,4.67,34.56,22.0,112.49,7.11,4.22,TE_679,8
73.0,210.0,4.62,37.5,16.0,117.7,7.06,4.21,S_493,7
77.0,297.0,4.77,30.08,22.0,109.95,7.61,4.42,DL_1869,1
72.0,249.0,4.65,35.87,25.0,115.68,7.31,4.25,LB_1983,3
76.0,278.0,4.99,32.65,26.0,109.78,7.45,4.48,DL_612,1
75.0,211.0,4.46,36.2,16.0,123.16,7.08,4.24,WR_1248,9
70.0,206.0,4.57,31.46,21.0,118.59,7.24,4.36,RB_686,6
76.0,310.0,5.31,29.87,23.0,101.18,7.85,4.66,OL_2360,4
70.0,186.0,4.4,35.03,16.0,117.2,6.94,4.29,CB_2834,0
71.0,209.0,4.62,36.13,15.0,119.69,6.89,4.09,S_2982,7
76.0,248.0,4.9,36.01,22.0,118.75,6.96,4.26,TE_2203,8
77.0,306.0,5.3,27.3,23.0,106.48,7.89,4.66,OL_828,4
72.0,239.0,4.63,30.17,20.0,113.06,7.1,4.28,FB_655,2
77.0,304.0,5.21,29.0,28.0,97.26,7.58,4.83,OL_927,4
73.0,241.0,4.64,31.27,25.0,115.77,7.1,4.46,FB_2507,2
70.0,195.0,4.49,37.42,17.0,117.82,7.02,4.22,CB_2130,0
72.0,238.0,4.72,34.12,19.0,115.45,7.32,4.41,FB_2276,2
76.0,224.0,4.85,31.45,20.0,110.01,7.12,4.28,QB_1472,5
76.0,250.0,4.86,34.77,17.0,115.83,7.12,4.36,TE_2565,8
73.0,248.0,4.75,31.73,23.0,113.8,7.21,4.33,LB_754,3
73.0,226.0,4.77,30.14,23.0,110.16,7.01,4.24,QB_1390,5
77.0,246.0,4.76,34.61,22.0,117.29,7.28,4.48,TE_611,8
78.0,318.0,5.4,26.33,27.0,102.34,8.08,4.7,OL_2645,4
77.0,265.0,4.79,31.08,19.0,113.2,7.07,4.35,TE_1447,8
70.0,210.0,4.6,36.07,19.0,114.32,7.23,4.34,RB_1064,6
76.0,315.0,5.22,28.84,23.0,98.01,7.68,4.57,OL_1984,4
73.0,236.0,4.89,30.06,18.0,112.16,7.4,4.53,FB_630,2
74.0,244.0,4.69,32.95,20.0,111.93,6.99,4.39,LB_626,3
72.0,245.0,4.7,33.69,24.0,112.77,7.23,4.22,FB_2446,2
74.0,209.0,4.57,36.05,15.0,120.93,7.12,4.19,WR_1097,9
75.0,214.0,4.51,36.31,14.0,118.19,7.17,4.14,WR_1951,9
74.0,219.0,4.84,30.95,17.0,112.4,7.04,4.36,QB_2508,5
71.0,213.0,4.57,32.05,17.0,118.17,6.96,4.18,RB_1245,6
72.0,199.0,4.56,34.36,15.0,118.79,7.07,4.13,WR_1201,9
74.0,240.0,4.71,35.53,19.0,115.05,7.01,4.26,LB_2439,3
73.0,216.0,4.67,30.54,18.0,106.68,7.04,4.29,QB_1271,5
73.0,249.0,4.65,31.54,20.0,112.35,7.1,4.21,LB_2070,3
72.0,201.0,4.51,35.26,11.0,118.17,6.75,4.16,CB_1811,0
74.0,273.0,5.06,29.52,20.0,113.28,7.45,4.34,DL_1400,1
71.0,226.0,4.56,35.37,17.0,118.67,6.98,4.21,RB_2225,6
71.0,202.0,4.57,34.66,11.0,123.9,6.84,4.25,WR_2421,9
76.0,247.0,4.84,35.2,17.0,116.48,6.97,4.37,TE_1545,8
76.0,248.0,4.77,31.15,20.0,116.89,7.37,4.37,TE_2744,8
77.0,259.0,4.84,30.74,21.0,112.38,7.14,4.41,TE_271,8
75.0,264.0,4.66,30.98,20.0,114.52,7.24,4.43,TE_2342,8
73.0,243.0,4.64,33.73,26.0,119.32,7.34,4.28,LB_2176,3
75.0,222.0,4.84,27.95,18.0,109.91,7.2,4.2,QB_2573,5
77.0,308.0,5.16,25.79,25.0,100.81,7.93,4.87,OL_2817,4
69.0,225.0,4.6,35.97,20.0,122.19,7.1,4.31,RB_2084,6
72.0,247.0,4.73,32.32,24.0,114.19,7.23,4.32,FB_545,2
72.0,205.0,4.56,34.06,17.0,118.44,7.12,4.25,S_1415,7
73.0,191.0,4.43,34.37,15.0,118.33,7.11,4.32,WR_2103,9
71.0,218.0,4.66,32.96,20.0,116.86,6.95,4.22,RB_1106,6
73.0,213.0,4.46,32.83,18.0,119.78,6.95,4.15,WR_1322,9
72.0,192.0,4.43,35.31,16.0,121.76,7.05,4.28,CB_1112,0
71.0,215.0,4.51,36.66,17.0,115.98,6.87,4.36,RB_551,6
72.0,205.0,4.58,33.78,22.0,120.2,7.02,4.12,RB_1354,6
70.0,193.0,4.5,35.04,16.0,125.29,6.89,4.17,CB_693,0
73.0,226.0,4.72,33.52,22.0,105.86,7.26,4.47,QB_2457,5
71.0,211.0,4.62,34.79,21.0,122.15,6.89,4.19,S_497,7
72.0,190.0,4.5,37.87,11.0,117.99,7.07,4.24,WR_1683,9
72.0,220.0,4.49,33.25,23.0,116.96,7.16,4.26,RB_2126,6
75.0,266.0,4.9,29.32,29.0,103.22,7.61,4.7,DL_1888,1
75.0,319.0,5.36,26.97,22.0,107.26,7.64,4.8,OL_403,4
73.0,237.0,4.77,32.31,22.0,112.41,7.24,4.15,LB_1355,3
75.0,218.0,4.92,30.25,22.0,105.18,7.28,4.47,QB_2102,5
75.0,325.0,5.11,28.17,24.0,98.16,7.93,4.59,OL_1458,4
71.0,216.0,4.62,37.52,16.0,118.31,7.12,4.14,S_889,7
76.0,308.0,5.37,27.27,24.0,103.2,7.93,4.67,OL_1745,4
75.0,309.0,5.03,28.84,20.0,105.13,7.34,4.33,DL_50,1
75.0,227.0,4.83,32.23,18.0,111.28,7.29,4.16,QB_806,5
72.0,206.0,4.52,34.93,11.0,122.59,7.05,4.25,WR_1542,9
73.0,245.0,4.74,35.68,25.0,119.51,7.05,4.26,LB_1100,3
76.0,291.0,4.91,32.8,26.0,103.08,7.56,4.68,DL_649,1
76.0,248.0,4.84,32.21,17.0,114.62,7.29,4.29,TE_1118,8
76.0,249.0,4.84,33.37,20.0,109.96,7.13,4.38,TE_2115,8
73.0,209.0,4.5,32.83,16.0,116.15,6.91,4.33,S_1059,7
77.0,322.0,5.43,28.37,28.0,106.96,7.59,4.56,OL_2627,4
73.0,243.0,4.7,32.2,20.0,121.34,7.3,4.25,LB_1084,3
70.0,220.0,4.46,37.14,15.0,119.4,7.19,4.38,RB_605,6
75.0,274.0,5.01,31.94,21.0,112.78,7.22,4.37,DL_479,1
71.0,212.0,4.57,34.49,16.0,118.78,6.83,4.2,WR_1396,9
70.0,185.0,4.5,33.68,12.0,121.04,6.86,4.15,CB_152,0
72.0,193.0,4.47,37.84,14.0,119.83,6.83,4.32,WR_457,9
69.0,203.0,4.61,32.02,23.0,122.41,6.87,4.2,RB_2229,6
73.0,242.0,4.68,32.0,18.0,113.77,7.03,4.37,LB_992,3
73.0,238.0,4.69,35.92,21.0,111.37,7.45,4.31,FB_1303,2
73.0,238.0,4.66,33.55,19.0,112.97,7.17,4.23,LB_1888,3
75.0,225.0,4.67,29.05,17.0,103.92,7.3,4.39,QB_1204,5
71.0,192.0,4.49,33.74,14.0,125.22,6.95,4.09,CB_2561,0
70.0,201.0,4.61,36.27,17.0,115.14,6.86,4.23,RB_1760,6
73.0,199.0,4.52,36.69,17.0,120.68,6.79,4.29,WR_1490,9
75.0,323.0,5.11,26.91,27.0,95.38,7.84,4.73,OL_444,4
73.0,201.0,4.62,36.52,16.0,117.67,6.83,4.12,S_634,7
73.0,215.0,4.54,34.97,15.0,116.91,6.99,4.31,S_2983,7
75.0,286.0,4.8,28.86,23.0,105.86,7.75,4.43,DL_996,1
74.0,212.0,4.56,33.95,17.0,123.33,7.01,4.11,S_511,7
75.0,293.0,5.14,30.78,22.0,115.7,7.54,4.44,DL_1645,1
